datetime,temperature_2m,surface_pressure,wind_speed_100m,wind_direction_100m
2019-01-28 00:30:00+01:00,2.457,961.101875,8.966609,267.31296
2019-01-28 00:45:00+01:00,2.307,961.447912,8.533613,268.30283
2019-01-28 01:00:00+01:00,2.157,961.79395,8.100618,269.2927
2019-01-28 01:15:00+01:00,1.9445,962.084338,8.36525,266.795408
2019-01-28 01:30:00+01:00,1.732,962.374725,8.629883,264.298115
2019-01-28 01:45:00+01:00,1.5195,962.665113,8.894516,261.800823
2019-01-28 02:00:00+01:00,1.307,962.9555,9.159148,259.30353
2019-01-28 02:15:00+01:00,1.382,963.157665,9.544478,258.046445
2019-01-28 02:30:00+01:00,1.457,963.35983,9.929808,256.78936
2019-01-28 02:45:00+01:00,1.532,963.561995,10.315138,255.532275
2019-01-28 03:00:00+01:00,1.607,963.76416,10.700468,254.27519
2019-01-28 03:15:00+01:00,1.4945,963.823895,10.396137,254.697325
2019-01-28 03:30:00+01:00,1.382,963.88363,10.091806,255.11946
2019-01-28 03:45:00+01:00,1.2695,963.943365,9.787474,255.541595
2019-01-28 04:00:00+01:00,1.157,964.0031,9.483143,255.96373
2019-01-28 04:15:00+01:00,0.9445,964.099692,8.951685,251.698488
2019-01-28 04:30:00+01:00,0.732,964.196285,8.420226,247.433245
2019-01-28 04:45:00+01:00,0.5195,964.292878,7.888768,243.168002
2019-01-28 05:00:00+01:00,0.307,964.38947,7.357309,238.90276
2019-01-28 05:15:00+01:00,0.3695,964.227252,7.459631,238.049922
2019-01-28 05:30:00+01:00,0.432,964.065035,7.561952,237.197085
2019-01-28 05:45:00+01:00,0.4945,963.902818,7.664274,236.344248
2019-01-28 06:00:00+01:00,0.557,963.7406,7.766595,235.49141
2019-01-28 06:15:00+01:00,0.5945,963.769135,7.810047,235.045378
2019-01-28 06:30:00+01:00,0.632,963.79767,7.853499,234.599345
2019-01-28 06:45:00+01:00,0.6695,963.826205,7.896951,234.153312
2019-01-28 07:00:00+01:00,0.707,963.85474,7.940403,233.70728
2019-01-28 07:15:00+01:00,0.707,963.92733,7.848877,230.861587
2019-01-28 07:30:00+01:00,0.707,963.99992,7.757351,228.015895
2019-01-28 07:45:00+01:00,0.707,964.07251,7.665825,225.170203
2019-01-28 08:00:00+01:00,0.707,964.1451,7.574298,222.32451
2019-01-28 08:15:00+01:00,0.757,964.126675,7.56105,220.694242
2019-01-28 08:30:00+01:00,0.807,964.10825,7.547801,219.063975
2019-01-28 08:45:00+01:00,0.857,964.089825,7.534552,217.433708
2019-01-28 09:00:00+01:00,0.907,964.0714,7.521303,215.80344
2019-01-28 09:15:00+01:00,1.082,964.04299,7.552946,213.661345
2019-01-28 09:30:00+01:00,1.257,964.01458,7.58459,211.51925
2019-01-28 09:45:00+01:00,1.432,963.98617,7.616233,209.377155
2019-01-28 10:00:00+01:00,1.607,963.95776,7.647876,207.23506
2019-01-28 10:15:00+01:00,1.6695,963.892285,7.866781,208.19604
2019-01-28 10:30:00+01:00,1.732,963.82681,8.085687,209.15702
2019-01-28 10:45:00+01:00,1.7945,963.761335,8.304592,210.118
2019-01-28 11:00:00+01:00,1.857,963.69586,8.523497,211.07898
2019-01-28 11:15:00+01:00,1.9195,963.606145,9.062009,214.464385
2019-01-28 11:30:00+01:00,1.982,963.51643,9.600522,217.84979
2019-01-28 11:45:00+01:00,2.0445,963.426715,10.139034,221.235195
2019-01-28 12:00:00+01:00,2.107,963.337,10.677546,224.6206
2019-01-28 12:15:00+01:00,2.1445,963.38965,10.604552,226.278952
2019-01-28 12:30:00+01:00,2.182,963.4423,10.531557,227.937305
2019-01-28 12:45:00+01:00,2.2195,963.49495,10.458563,229.595658
2019-01-28 13:00:00+01:00,2.257,963.5476,10.385568,231.25401
2019-01-28 13:15:00+01:00,2.2445,963.594625,10.319492,231.496572
2019-01-28 13:30:00+01:00,2.232,963.64165,10.253416,231.739135
2019-01-28 13:45:00+01:00,2.2195,963.688675,10.18734,231.981698
2019-01-28 14:00:00+01:00,2.207,963.7357,10.121264,232.22426
2019-01-28 14:15:00+01:00,2.107,963.7485,10.051131,232.27603
2019-01-28 14:30:00+01:00,2.007,963.7613,9.980998,232.3278
2019-01-28 14:45:00+01:00,1.907,963.7741,9.910865,232.37957
2019-01-28 15:00:00+01:00,1.807,963.7869,9.840732,232.43134
2019-01-28 15:15:00+01:00,1.7695,963.879435,9.739044,233.82217
2019-01-28 15:30:00+01:00,1.732,963.97197,9.637356,235.213
2019-01-28 15:45:00+01:00,1.6945,964.064505,9.535669,236.60383
2019-01-28 16:00:00+01:00,1.657,964.15704,9.433981,237.99466
2019-01-28 16:15:00+01:00,1.5945,964.222505,9.337398,240.98667
2019-01-28 16:30:00+01:00,1.532,964.28797,9.240816,243.97868
2019-01-28 16:45:00+01:00,1.4695,964.353435,9.144234,246.97069
2019-01-28 17:00:00+01:00,1.407,964.4189,9.047651,249.9627
2019-01-28 17:15:00+01:00,1.3945,964.538432,9.103738,250.900775
2019-01-28 17:30:00+01:00,1.382,964.657965,9.159826,251.83885
2019-01-28 17:45:00+01:00,1.3695,964.777498,9.215913,252.776925
2019-01-28 18:00:00+01:00,1.357,964.89703,9.272,253.715
2019-01-28 18:15:00+01:00,1.357,965.042222,9.2597,255.446225
2019-01-28 18:30:00+01:00,1.357,965.187415,9.247399,257.17745
2019-01-28 18:45:00+01:00,1.357,965.332608,9.235098,258.908675
2019-01-28 19:00:00+01:00,1.357,965.4778,9.222798,260.6399
2019-01-28 19:15:00+01:00,1.357,965.671375,9.293282,262.527745
2019-01-28 19:30:00+01:00,1.357,965.86495,9.363766,264.41559
2019-01-28 19:45:00+01:00,1.357,966.058525,9.434251,266.303435
2019-01-28 20:00:00+01:00,1.357,966.2521,9.504735,268.19128
2019-01-28 20:15:00+01:00,1.357,966.542475,9.563967,269.96867
2019-01-28 20:30:00+01:00,1.357,966.83285,9.623199,271.74606
2019-01-28 20:45:00+01:00,1.357,967.123225,9.682431,273.52345
2019-01-28 21:00:00+01:00,1.357,967.4136,9.741663,275.30084
2019-01-28 21:15:00+01:00,1.3195,967.699675,9.809495,276.129522
2019-01-28 21:30:00+01:00,1.282,967.98575,9.877327,276.958205
2019-01-28 21:45:00+01:00,1.2445,968.271825,9.945159,277.786888
2019-01-28 22:00:00+01:00,1.207,968.5579,10.012991,278.61557
2019-01-28 22:15:00+01:00,1.1695,968.868125,10.039812,279.455702
2019-01-28 22:30:00+01:00,1.132,969.17835,10.066634,280.295835
2019-01-28 22:45:00+01:00,1.0945,969.488575,10.093455,281.135968
2019-01-28 23:00:00+01:00,1.057,969.7988,10.120276,281.9761
2019-01-28 23:15:00+01:00,0.982,970.056315,9.882176,282.45325
2019-01-28 23:30:00+01:00,0.907,970.31383,9.644077,282.9304
2019-01-28 23:45:00+01:00,0.832,970.571345,9.405978,283.40755
2019-01-29 00:00:00+01:00,0.757,970.82886,9.167878,283.8847
2019-01-29 00:15:00+01:00,0.6195,971.103295,8.959925,283.005092
2019-01-29 00:30:00+01:00,0.482,971.37773,8.751972,282.125485
2019-01-29 00:45:00+01:00,0.3445,971.652165,8.544019,281.245878
2019-01-29 01:00:00+01:00,0.207,971.9266,8.336066,280.36627
2019-01-29 01:15:00+01:00,0.132,972.1114,8.302964,280.054145
2019-01-29 01:30:00+01:00,0.057,972.2962,8.269862,279.74202
2019-01-29 01:45:00+01:00,-0.018,972.481,8.23676,279.429895
2019-01-29 02:00:00+01:00,-0.093,972.6658,8.203658,279.11777
2019-01-29 02:15:00+01:00,-0.093,972.83515,8.10098,279.052798
2019-01-29 02:30:00+01:00,-0.093,973.0045,7.998302,278.987825
2019-01-29 02:45:00+01:00,-0.093,973.17385,7.895624,278.922853
2019-01-29 03:00:00+01:00,-0.093,973.3432,7.792945,278.85788
2019-01-29 03:15:00+01:00,-0.068,973.515475,7.743557,278.91596
2019-01-29 03:30:00+01:00,-0.043,973.68775,7.694169,278.97404
2019-01-29 03:45:00+01:00,-0.018,973.860025,7.644781,279.03212
2019-01-29 04:00:00+01:00,0.007,974.0323,7.595393,279.0902
2019-01-29 04:15:00+01:00,-0.0805,974.191415,7.443328,279.0821
2019-01-29 04:30:00+01:00,-0.168,974.35053,7.291262,279.074
2019-01-29 04:45:00+01:00,-0.2555,974.509645,7.139196,279.0659
2019-01-29 05:00:00+01:00,-0.343,974.66876,6.987131,279.0578
2019-01-29 05:15:00+01:00,-0.4805,974.77362,6.822475,278.153412
2019-01-29 05:30:00+01:00,-0.618,974.87848,6.657819,277.249025
2019-01-29 05:45:00+01:00,-0.7555,974.98334,6.493163,276.344638
2019-01-29 06:00:00+01:00,-0.893,975.0882,6.328507,275.44025
2019-01-29 06:15:00+01:00,-0.943,975.227475,6.176852,275.333445
2019-01-29 06:30:00+01:00,-0.993,975.36675,6.025197,275.22664
2019-01-29 06:45:00+01:00,-1.043,975.506025,5.873542,275.119835
2019-01-29 07:00:00+01:00,-1.093,975.6453,5.721888,275.01303
2019-01-29 07:15:00+01:00,-1.068,975.817575,5.492457,273.163298
2019-01-29 07:30:00+01:00,-1.043,975.98985,5.263026,271.313565
2019-01-29 07:45:00+01:00,-1.018,976.162125,5.033596,269.463832
2019-01-29 08:00:00+01:00,-0.993,976.3344,4.804165,267.6141
2019-01-29 08:15:00+01:00,-0.918,976.512575,4.936587,266.5959
2019-01-29 08:30:00+01:00,-0.843,976.69075,5.06901,265.5777
2019-01-29 08:45:00+01:00,-0.768,976.868925,5.201432,264.5595
2019-01-29 09:00:00+01:00,-0.693,977.0471,5.333854,263.5413
2019-01-29 09:15:00+01:00,-0.543,977.064675,5.287344,263.20217
2019-01-29 09:30:00+01:00,-0.393,977.08225,5.240834,262.86304
2019-01-29 09:45:00+01:00,-0.243,977.099825,5.194325,262.52391
2019-01-29 10:00:00+01:00,-0.093,977.1174,5.147815,262.18478
2019-01-29 10:15:00+01:00,0.032,977.083625,5.116349,260.975445
2019-01-29 10:30:00+01:00,0.157,977.04985,5.084883,259.76611
2019-01-29 10:45:00+01:00,0.282,977.016075,5.053418,258.556775
2019-01-29 11:00:00+01:00,0.407,976.9823,5.021952,257.34744
2019-01-29 11:15:00+01:00,0.457,976.84291,5.027664,257.07038
2019-01-29 11:30:00+01:00,0.507,976.70352,5.033376,256.79332
2019-01-29 11:45:00+01:00,0.557,976.56413,5.039087,256.51626
2019-01-29 12:00:00+01:00,0.607,976.42474,5.044799,256.2392
2019-01-29 12:15:00+01:00,0.907,976.36273,4.658957,260.088535
2019-01-29 12:30:00+01:00,1.207,976.30072,4.273114,263.93787
2019-01-29 12:45:00+01:00,1.507,976.23871,3.887271,267.787205
2019-01-29 13:00:00+01:00,1.807,976.1767,3.501428,271.63654
2019-01-29 13:15:00+01:00,1.907,976.018825,3.409094,267.052572
2019-01-29 13:30:00+01:00,2.007,975.86095,3.31676,262.468605
2019-01-29 13:45:00+01:00,2.107,975.703075,3.224426,257.884638
2019-01-29 14:00:00+01:00,2.207,975.5452,3.132092,253.30067
2019-01-29 14:15:00+01:00,2.0945,975.411225,3.143581,251.439118
2019-01-29 14:30:00+01:00,1.982,975.27725,3.155071,249.577565
2019-01-29 14:45:00+01:00,1.8695,975.143275,3.16656,247.716012
2019-01-29 15:00:00+01:00,1.757,975.0093,3.17805,245.85446
2019-01-29 15:15:00+01:00,1.6445,974.923708,2.778822,243.21704
2019-01-29 15:30:00+01:00,1.532,974.838115,2.379594,240.57962
2019-01-29 15:45:00+01:00,1.4195,974.752522,1.980366,237.9422
2019-01-29 16:00:00+01:00,1.307,974.66693,1.581139,235.30478
2019-01-29 16:15:00+01:00,0.757,974.481947,1.560854,221.478585
2019-01-29 16:30:00+01:00,0.207,974.296965,1.540569,207.65239
2019-01-29 16:45:00+01:00,-0.343,974.111983,1.520285,193.826195
2019-01-29 17:00:00+01:00,-0.893,973.927,1.5,180
2019-01-29 17:15:00+01:00,-0.968,973.821475,1.936249,171.577475
2019-01-29 17:30:00+01:00,-1.043,973.71595,2.372498,163.15495
2019-01-29 17:45:00+01:00,-1.118,973.610425,2.808747,154.732425
2019-01-29 18:00:00+01:00,-1.193,973.5049,3.244996,146.3099
2019-01-29 18:15:00+01:00,-1.293,973.372125,3.663839,145.34026
2019-01-29 18:30:00+01:00,-1.393,973.23935,4.082681,144.37062
2019-01-29 18:45:00+01:00,-1.493,973.106575,4.501524,143.40098
2019-01-29 19:00:00+01:00,-1.593,972.9738,4.920366,142.43134
2019-01-29 19:15:00+01:00,-1.668,972.747325,5.195474,139.731868
2019-01-29 19:30:00+01:00,-1.743,972.52085,5.470582,137.032395
2019-01-29 19:45:00+01:00,-1.818,972.294375,5.745689,134.332922
2019-01-29 20:00:00+01:00,-1.893,972.0679,6.020797,131.63345
2019-01-29 20:15:00+01:00,-2.0055,971.909425,6.221653,129.93872
2019-01-29 20:30:00+01:00,-2.118,971.75095,6.422509,128.24399
2019-01-29 20:45:00+01:00,-2.2305,971.592475,6.623366,126.54926
2019-01-29 21:00:00+01:00,-2.343,971.434,6.824222,124.85453
2019-01-29 21:15:00+01:00,-2.3805,971.211912,7.059815,124.768042
2019-01-29 21:30:00+01:00,-2.418,970.989825,7.295408,124.681555
2019-01-29 21:45:00+01:00,-2.4555,970.767738,7.531002,124.595068
2019-01-29 22:00:00+01:00,-2.493,970.54565,7.766595,124.50858
2019-01-29 22:15:00+01:00,-2.493,970.376338,7.823071,123.806781
2019-01-29 22:30:00+01:00,-2.493,970.207025,7.879546,123.104982
2019-01-29 22:45:00+01:00,-2.493,970.037712,7.936021,122.403184
2019-01-29 23:00:00+01:00,-2.493,969.8684,7.992496,121.701385
2019-01-29 23:15:00+01:00,-2.543,969.717385,8.013809,121.608198
2019-01-29 23:30:00+01:00,-2.593,969.56637,8.035122,121.51501
2019-01-29 23:45:00+01:00,-2.643,969.415355,8.056434,121.421823
2019-01-30 00:00:00+01:00,-2.693,969.26434,8.077747,121.328636
2019-01-30 00:15:00+01:00,-2.7055,969.117765,8.014231,122.2745
2019-01-30 00:30:00+01:00,-2.718,968.97119,7.950715,123.220363
2019-01-30 00:45:00+01:00,-2.7305,968.824615,7.887198,124.166226
2019-01-30 01:00:00+01:00,-2.743,968.67804,7.823682,125.11209
2019-01-30 01:15:00+01:00,-2.743,968.387818,7.874313,124.013776
2019-01-30 01:30:00+01:00,-2.743,968.097595,7.924945,122.915462
2019-01-30 01:45:00+01:00,-2.743,967.807372,7.975576,121.817148
2019-01-30 02:00:00+01:00,-2.743,967.51715,8.026207,120.718834
2019-01-30 02:15:00+01:00,-2.793,967.317738,8.101121,119.064684
2019-01-30 02:30:00+01:00,-2.843,967.118325,8.176035,117.410534
2019-01-30 02:45:00+01:00,-2.893,966.918912,8.250949,115.756384
2019-01-30 03:00:00+01:00,-2.943,966.7195,8.325863,114.102234
2019-01-30 03:15:00+01:00,-2.9805,966.52159,8.336197,114.258499
2019-01-30 03:30:00+01:00,-3.018,966.32368,8.34653,114.414764
2019-01-30 03:45:00+01:00,-3.0555,966.12577,8.356864,114.57103
2019-01-30 04:00:00+01:00,-3.093,965.92786,8.367198,114.727295
2019-01-30 04:15:00+01:00,-3.093,965.806932,8.412277,115.711437
2019-01-30 04:30:00+01:00,-3.093,965.686005,8.457356,116.69558
2019-01-30 04:45:00+01:00,-3.093,965.565078,8.502435,117.679722
2019-01-30 05:00:00+01:00,-3.093,965.44415,8.547514,118.663864
2019-01-30 05:15:00+01:00,-3.0555,965.255112,8.659246,118.63778
2019-01-30 05:30:00+01:00,-3.018,965.066075,8.770978,118.611697
2019-01-30 05:45:00+01:00,-2.9805,964.877038,8.882711,118.585614
2019-01-30 06:00:00+01:00,-2.943,964.688,8.994443,118.55953
2019-01-30 06:15:00+01:00,-2.9305,964.61689,8.916662,118.65123
2019-01-30 06:30:00+01:00,-2.918,964.54578,8.83888,118.74293
2019-01-30 06:45:00+01:00,-2.9055,964.47467,8.761099,118.83463
2019-01-30 07:00:00+01:00,-2.893,964.40356,8.683317,118.92633
2019-01-30 07:15:00+01:00,-2.793,964.43952,8.57949,119.732815
2019-01-30 07:30:00+01:00,-2.693,964.47548,8.475664,120.5393
2019-01-30 07:45:00+01:00,-2.593,964.51144,8.371838,121.345785
2019-01-30 08:00:00+01:00,-2.493,964.5474,8.268011,122.15227
2019-01-30 08:15:00+01:00,-2.293,964.64345,8.421368,123.073639
2019-01-30 08:30:00+01:00,-2.093,964.7395,8.574726,123.995008
2019-01-30 08:45:00+01:00,-1.893,964.83555,8.728084,124.916377
2019-01-30 09:00:00+01:00,-1.693,964.9316,8.881441,125.837746
2019-01-30 09:15:00+01:00,-1.4305,964.937988,8.502616,127.30282
2019-01-30 09:30:00+01:00,-1.168,964.944375,8.12379,128.767893
2019-01-30 09:45:00+01:00,-0.9055,964.950762,7.744964,130.232966
2019-01-30 10:00:00+01:00,-0.643,964.95715,7.366139,131.69804
2019-01-30 10:15:00+01:00,-0.3305,965.041588,7.41471,134.404465
2019-01-30 10:30:00+01:00,-0.018,965.126025,7.463281,137.11089
2019-01-30 10:45:00+01:00,0.2945,965.210462,7.511852,139.817315
2019-01-30 11:00:00+01:00,0.607,965.2949,7.560423,142.52374
2019-01-30 11:15:00+01:00,0.907,965.1115,7.550643,142.941945
2019-01-30 11:30:00+01:00,1.207,964.9281,7.540863,143.36015
2019-01-30 11:45:00+01:00,1.507,964.7447,7.531083,143.778355
2019-01-30 12:00:00+01:00,1.807,964.5613,7.521303,144.19656
2019-01-30 12:15:00+01:00,1.7195,964.672325,7.355984,145.47812
2019-01-30 12:30:00+01:00,1.632,964.78335,7.190666,146.75968
2019-01-30 12:45:00+01:00,1.5445,964.894375,7.025348,148.04124
2019-01-30 13:00:00+01:00,1.457,965.0054,6.860029,149.3228
2019-01-30 13:15:00+01:00,1.7195,964.9869,6.950915,151.50491
2019-01-30 13:30:00+01:00,1.982,964.9684,7.041801,153.68702
2019-01-30 13:45:00+01:00,2.2445,964.9499,7.132686,155.86913
2019-01-30 14:00:00+01:00,2.507,964.9314,7.223572,158.05124
2019-01-30 14:15:00+01:00,2.5195,964.835975,7.164999,155.059062
2019-01-30 14:30:00+01:00,2.532,964.74055,7.106425,152.066885
2019-01-30 14:45:00+01:00,2.5445,964.645125,7.047852,149.074708
2019-01-30 15:00:00+01:00,2.557,964.5497,6.989278,146.08253
2019-01-30 15:15:00+01:00,2.482,964.637975,7.20171,148.73825
2019-01-30 15:30:00+01:00,2.407,964.72625,7.414141,151.39397
2019-01-30 15:45:00+01:00,2.332,964.814525,7.626573,154.04969
2019-01-30 16:00:00+01:00,2.257,964.9028,7.839005,156.70541
2019-01-30 16:15:00+01:00,2.132,965.033775,7.557236,163.383188
2019-01-30 16:30:00+01:00,2.007,965.16475,7.275467,170.060965
2019-01-30 16:45:00+01:00,1.882,965.295725,6.993698,176.738742
2019-01-30 17:00:00+01:00,1.757,965.4267,6.711929,183.41652
2019-01-30 17:15:00+01:00,1.6695,965.5619,6.901599,189.546655
2019-01-30 17:30:00+01:00,1.582,965.6971,7.091269,195.67679
2019-01-30 17:45:00+01:00,1.4945,965.8323,7.280939,201.806925
2019-01-30 18:00:00+01:00,1.407,965.9675,7.470609,207.93706
2019-01-30 18:15:00+01:00,1.407,966.161075,7.424529,211.78572
2019-01-30 18:30:00+01:00,1.407,966.35465,7.378449,215.63438
2019-01-30 18:45:00+01:00,1.407,966.548225,7.332369,219.48304
2019-01-30 19:00:00+01:00,1.407,966.7418,7.286289,223.3317
2019-01-30 19:15:00+01:00,1.157,966.85826,7.205586,221.263652
2019-01-30 19:30:00+01:00,0.907,966.97472,7.124882,219.195605
2019-01-30 19:45:00+01:00,0.657,967.09118,7.044179,217.127558
2019-01-30 20:00:00+01:00,0.407,967.20764,6.963476,215.05951
2019-01-30 20:15:00+01:00,0.4945,967.31448,7.273217,217.544607
2019-01-30 20:30:00+01:00,0.582,967.42132,7.582958,220.029705
2019-01-30 20:45:00+01:00,0.6695,967.52816,7.892698,222.514802
2019-01-30 21:00:00+01:00,0.757,967.635,8.202439,224.9999
2019-01-30 21:15:00+01:00,0.757,967.75599,8.178218,226.502175
2019-01-30 21:30:00+01:00,0.757,967.87698,8.153996,228.00445
2019-01-30 21:45:00+01:00,0.757,967.99797,8.129775,229.506725
2019-01-30 22:00:00+01:00,0.757,968.11896,8.105554,231.009
2019-01-30 22:15:00+01:00,0.632,968.201295,7.844279,231.37695
2019-01-30 22:30:00+01:00,0.507,968.28363,7.583004,231.7449
2019-01-30 22:45:00+01:00,0.382,968.365965,7.321728,232.11285
2019-01-30 23:00:00+01:00,0.257,968.4483,7.060453,232.4808
2019-01-30 23:15:00+01:00,0.007,968.4919,6.798877,231.11594
2019-01-30 23:30:00+01:00,-0.243,968.5355,6.537301,229.75108
2019-01-30 23:45:00+01:00,-0.493,968.5791,6.275726,228.38622
2019-01-31 00:00:00+01:00,-0.743,968.6227,6.01415,227.02136
2019-01-31 00:15:00+01:00,-0.5055,968.69865,5.839381,227.469565
2019-01-31 00:30:00+01:00,-0.268,968.7746,5.664611,227.91777
2019-01-31 00:45:00+01:00,-0.0305,968.85055,5.489842,228.365975
2019-01-31 01:00:00+01:00,0.207,968.9265,5.315073,228.81418
2019-01-31 01:15:00+01:00,-0.018,968.924565,5.126754,223.11146
2019-01-31 01:30:00+01:00,-0.243,968.92263,4.938435,217.40874
2019-01-31 01:45:00+01:00,-0.468,968.920695,4.750116,211.70602
2019-01-31 02:00:00+01:00,-0.693,968.91876,4.561798,206.0033
2019-01-31 02:15:00+01:00,-1.1305,968.91582,4.58109,201.360305
2019-01-31 02:30:00+01:00,-1.568,968.91288,4.600382,196.71731
2019-01-31 02:45:00+01:00,-2.0055,968.90994,4.619674,192.074315
2019-01-31 03:00:00+01:00,-2.443,968.907,4.638966,187.43132
2019-01-31 03:15:00+01:00,-2.593,968.81665,4.75814,184.452358
2019-01-31 03:30:00+01:00,-2.743,968.7263,4.877314,181.473395
2019-01-31 03:45:00+01:00,-2.893,968.63595,4.996488,178.494432
2019-01-31 04:00:00+01:00,-3.043,968.5456,5.115662,175.51547
2019-01-31 04:15:00+01:00,-3.118,968.53675,5.237862,172.75556
2019-01-31 04:30:00+01:00,-3.193,968.5279,5.360062,169.99565
2019-01-31 04:45:00+01:00,-3.268,968.51905,5.482262,167.23574
2019-01-31 05:00:00+01:00,-3.343,968.5102,5.604463,164.47583
2019-01-31 05:15:00+01:00,-3.393,968.383338,5.590115,161.369155
2019-01-31 05:30:00+01:00,-3.443,968.256475,5.575767,158.26248
2019-01-31 05:45:00+01:00,-3.493,968.129612,5.561419,155.155805
2019-01-31 06:00:00+01:00,-3.543,968.00275,5.547072,152.04913
2019-01-31 06:15:00+01:00,-3.568,967.927212,5.678938,150.810538
2019-01-31 06:30:00+01:00,-3.593,967.851675,5.810804,149.571945
2019-01-31 06:45:00+01:00,-3.618,967.776138,5.942671,148.333352
2019-01-31 07:00:00+01:00,-3.643,967.7006,6.074537,147.09476
2019-01-31 07:15:00+01:00,-3.7055,967.88661,6.027721,150.09661
2019-01-31 07:30:00+01:00,-3.768,968.07262,5.980906,153.09846
2019-01-31 07:45:00+01:00,-3.8305,968.25863,5.93409,156.10031
2019-01-31 08:00:00+01:00,-3.893,968.44464,5.887274,159.10216
2019-01-31 08:15:00+01:00,-3.543,968.53453,5.88217,156.920705
2019-01-31 08:30:00+01:00,-3.193,968.62442,5.877065,154.73925
2019-01-31 08:45:00+01:00,-2.843,968.71431,5.871961,152.557795
2019-01-31 09:00:00+01:00,-2.493,968.8042,5.866856,150.37634
2019-01-31 09:15:00+01:00,-1.8305,968.809125,5.571679,147.830872
2019-01-31 09:30:00+01:00,-1.168,968.81405,5.276503,145.285405
2019-01-31 09:45:00+01:00,-0.5055,968.818975,4.981326,142.739938
2019-01-31 10:00:00+01:00,0.157,968.8239,4.68615,140.19447
2019-01-31 10:15:00+01:00,0.632,968.87856,4.568474,144.569288
2019-01-31 10:30:00+01:00,1.107,968.93322,4.450799,148.944105
2019-01-31 10:45:00+01:00,1.582,968.98788,4.333123,153.318922
2019-01-31 11:00:00+01:00,2.057,969.04254,4.215448,157.69374
2019-01-31 11:15:00+01:00,2.3445,968.881605,4.253602,159.283937
2019-01-31 11:30:00+01:00,2.632,968.72067,4.291757,160.874135
2019-01-31 11:45:00+01:00,2.9195,968.559735,4.329912,162.464332
2019-01-31 12:00:00+01:00,3.207,968.3988,4.368066,164.05453
2019-01-31 12:15:00+01:00,3.257,968.283425,4.327537,163.539832
2019-01-31 12:30:00+01:00,3.307,968.16805,4.287007,163.025135
2019-01-31 12:45:00+01:00,3.357,968.052675,4.246478,162.510438
2019-01-31 13:00:00+01:00,3.407,967.9373,4.205948,161.99574
2019-01-31 13:15:00+01:00,3.4945,967.753512,4.103145,161.888045
2019-01-31 13:30:00+01:00,3.582,967.569725,4.000341,161.78035
2019-01-31 13:45:00+01:00,3.6695,967.385938,3.897537,161.672655
2019-01-31 14:00:00+01:00,3.757,967.20215,3.794733,161.56496
2019-01-31 14:15:00+01:00,3.782,967.108138,3.897537,161.672655
2019-01-31 14:30:00+01:00,3.807,967.014125,4.000341,161.78035
2019-01-31 14:45:00+01:00,3.832,966.920112,4.103145,161.888045
2019-01-31 15:00:00+01:00,3.857,966.8261,4.205948,161.99574
2019-01-31 15:15:00+01:00,3.5945,966.844888,4.285003,157.722832
2019-01-31 15:30:00+01:00,3.332,966.863675,4.364058,153.449925
2019-01-31 15:45:00+01:00,3.0695,966.882462,4.443113,149.177018
2019-01-31 16:00:00+01:00,2.807,966.90125,4.522168,144.90411
2019-01-31 16:15:00+01:00,2.432,966.882688,4.899314,141.2511
2019-01-31 16:30:00+01:00,2.057,966.864125,5.276461,137.59809
2019-01-31 16:45:00+01:00,1.682,966.845562,5.653608,133.94508
2019-01-31 17:00:00+01:00,1.307,966.827,6.030755,130.29207
2019-01-31 17:15:00+01:00,1.007,966.744125,6.264473,130.012465
2019-01-31 17:30:00+01:00,0.707,966.66125,6.498192,129.73286
2019-01-31 17:45:00+01:00,0.407,966.578375,6.731911,129.453255
2019-01-31 18:00:00+01:00,0.107,966.4955,6.96563,129.17365
2019-01-31 18:15:00+01:00,-0.1055,966.374112,6.930278,128.09387
2019-01-31 18:30:00+01:00,-0.318,966.252725,6.894926,127.01409
2019-01-31 18:45:00+01:00,-0.5305,966.131338,6.859574,125.93431
2019-01-31 19:00:00+01:00,-0.743,966.00995,6.824222,124.85453
2019-01-31 19:15:00+01:00,-0.9055,965.991012,6.863517,125.645648
2019-01-31 19:30:00+01:00,-1.068,965.972075,6.902813,126.436765
2019-01-31 19:45:00+01:00,-1.2305,965.953138,6.942108,127.227882
2019-01-31 20:00:00+01:00,-1.393,965.9342,6.981404,128.019
2019-01-31 20:15:00+01:00,-1.518,965.8954,6.993359,128.465632
2019-01-31 20:30:00+01:00,-1.643,965.8566,7.005315,128.912265
2019-01-31 20:45:00+01:00,-1.768,965.8178,7.01727,129.358898
2019-01-31 21:00:00+01:00,-1.893,965.779,7.029225,129.80553
2019-01-31 21:15:00+01:00,-1.9555,965.69905,7.123438,128.491255
2019-01-31 21:30:00+01:00,-2.018,965.6191,7.217652,127.17698
2019-01-31 21:45:00+01:00,-2.0805,965.53915,7.311865,125.862705
2019-01-31 22:00:00+01:00,-2.143,965.4592,7.406078,124.54843
2019-01-31 22:15:00+01:00,-2.093,965.22326,7.635574,123.09138
2019-01-31 22:30:00+01:00,-2.043,964.98732,7.86507,121.63433
2019-01-31 22:45:00+01:00,-1.993,964.75138,8.094565,120.17728
2019-01-31 23:00:00+01:00,-1.943,964.51544,8.324061,118.72023
2019-01-31 23:15:00+01:00,-1.793,964.387755,8.490405,118.323936
2019-01-31 23:30:00+01:00,-1.643,964.26007,8.65675,117.927643
