day,time,event,probability,duration,flow_rate,sigma_duration,sigma_flow_rate
1,07:00:00,shower,0.18,300,0.133,120,0.033
1,07:12:00,shower,0.176,300,0.133,120,0.033
1,07:24:00,shower,0.163,300,0.133,120,0.033
1,07:35:00,shower,0.144,300,0.133,120,0.033
1,07:47:00,shower,0.121,300,0.133,120,0.033
1,08:00:00,shower,0.097,300,0.133,120,0.033
1,08:11:00,shower,0.074,300,0.133,120,0.033
1,08:24:00,shower,0.054,300,0.133,120,0.033
1,08:35:00,shower,0.037,300,0.133,120,0.033
1,08:48:00,shower,0.024,300,0.133,120,0.033
1,09:00:00,shower,0.015,300,0.133,120,0.033
1,09:11:00,shower,0.014,300,0.133,120,0.033
1,09:24:00,shower,0.015,300,0.133,120,0.033
1,09:35:00,shower,0.015,300,0.133,120,0.033
1,09:48:00,shower,0.015,300,0.133,120,0.033
1,10:00:00,shower,0.016,300,0.133,120,0.033
1,10:11:00,shower,0.016,300,0.133,120,0.033
1,10:24:00,shower,0.016,300,0.133,120,0.033
1,10:35:00,shower,0.016,300,0.133,120,0.033
1,10:48:00,shower,0.017,300,0.133,120,0.033
1,11:00:00,shower,0.017,300,0.133,120,0.033
1,11:11:00,shower,0.017,300,0.133,120,0.033
1,11:24:00,shower,0.017,300,0.133,120,0.033
1,11:35:00,shower,0.017,300,0.133,120,0.033
1,11:48:00,shower,0.017,300,0.133,120,0.033
1,12:00:00,shower,0.018,300,0.133,120,0.033
1,12:11:00,shower,0.018,300,0.133,120,0.033
1,12:24:00,shower,0.018,300,0.133,120,0.033
1,12:35:00,shower,0.018,300,0.133,120,0.033
1,12:48:00,shower,0.018,300,0.133,120,0.033
1,13:00:00,shower,0.018,300,0.133,120,0.033
1,13:11:00,shower,0.018,300,0.133,120,0.033
1,13:24:00,shower,0.018,300,0.133,120,0.033
1,13:35:00,shower,0.018,300,0.133,120,0.033
1,13:48:00,shower,0.018,300,0.133,120,0.033
1,14:00:00,shower,0.018,300,0.133,120,0.033
1,14:11:00,shower,0.018,300,0.133,120,0.033
1,14:24:00,shower,0.018,300,0.133,120,0.033
1,14:35:00,shower,0.018,300,0.133,120,0.033
1,14:48:00,shower,0.017,300,0.133,120,0.033
1,15:00:00,shower,0.017,300,0.133,120,0.033
1,15:11:00,shower,0.017,300,0.133,120,0.033
1,15:24:00,shower,0.017,300,0.133,120,0.033
1,15:35:00,shower,0.017,300,0.133,120,0.033
1,15:48:00,shower,0.016,300,0.133,120,0.033
1,16:00:00,shower,0.016,300,0.133,120,0.033
1,16:11:00,shower,0.016,300,0.133,120,0.033
1,16:23:00,shower,0.016,300,0.133,120,0.033
1,16:36:00,shower,0.015,300,0.133,120,0.033
1,16:48:00,shower,0.015,300,0.133,120,0.033
1,17:00:00,shower,0.015,300,0.133,120,0.033
1,17:11:00,shower,0.014,300,0.133,120,0.033
1,17:23:00,shower,0.016,300,0.133,120,0.033
1,17:36:00,shower,0.021,300,0.133,120,0.033
1,17:48:00,shower,0.026,300,0.133,120,0.033
1,18:00:00,shower,0.033,300,0.133,120,0.033
1,18:11:00,shower,0.04,300,0.133,120,0.033
1,18:23:00,shower,0.047,300,0.133,120,0.033
1,18:36:00,shower,0.054,300,0.133,120,0.033
1,18:48:00,shower,0.061,300,0.133,120,0.033
1,19:00:00,shower,0.066,300,0.133,120,0.033
1,19:11:00,shower,0.07,300,0.133,120,0.033
1,19:23:00,shower,0.072,300,0.133,120,0.033
1,19:36:00,shower,0.072,300,0.133,120,0.033
1,19:48:00,shower,0.07,300,0.133,120,0.033
1,20:00:00,shower,0.066,300,0.133,120,0.033
1,20:11:00,shower,0.061,300,0.133,120,0.033
1,20:23:00,shower,0.054,300,0.133,120,0.033
1,20:36:00,shower,0.047,300,0.133,120,0.033
1,20:48:00,shower,0.04,300,0.133,120,0.033
1,21:00:00,shower,0.033,300,0.133,120,0.033
1,21:11:00,shower,0.026,300,0.133,120,0.033
1,21:23:00,shower,0.021,300,0.133,120,0.033
1,21:36:00,shower,0.016,300,0.133,120,0.033
1,21:48:00,shower,0.011,300,0.133,120,0.033
1,22:00:00,shower,0.008,300,0.133,120,0.033
1,22:11:00,shower,0.007,300,0.133,120,0.033
1,22:23:00,shower,0.007,300,0.133,120,0.033
1,22:36:00,shower,0.007,300,0.133,120,0.033
1,22:48:00,shower,0.007,300,0.133,120,0.033
1,23:00:00,shower,0.007,300,0.133,120,0.033
1,23:11:00,shower,0.007,300,0.133,120,0.033
1,23:23:00,shower,0.007,300,0.133,120,0.033
1,23:36:00,shower,0.007,300,0.133,120,0.033
1,23:48:00,shower,0.007,300,0.133,120,0.033
1,00:00:00,bath,0.002,600,0.233,120,0.033
1,00:12:00,bath,0.002,600,0.233,120,0.033
1,00:24:00,bath,0.002,600,0.233,120,0.033
1,00:36:00,bath,0.002,600,0.233,120,0.033
1,00:48:00,bath,0.002,600,0.233,120,0.033
1,01:00:00,bath,0.002,600,0.233,120,0.033
1,01:11:00,bath,0.002,600,0.233,120,0.033
1,01:23:00,bath,0.002,600,0.233,120,0.033
1,01:36:00,bath,0.002,600,0.233,120,0.033
1,01:48:00,bath,0.002,600,0.233,120,0.033
1,02:00:00,bath,0.002,600,0.233,120,0.033
1,02:12:00,bath,0.002,600,0.233,120,0.033
1,02:23:00,bath,0.002,600,0.233,120,0.033
1,02:36:00,bath,0.002,600,0.233,120,0.033
1,02:47:00,bath,0.002,600,0.233,120,0.033
1,03:00:00,bath,0.002,600,0.233,120,0.033
1,03:12:00,bath,0.002,600,0.233,120,0.033
1,03:23:00,bath,0.002,600,0.233,120,0.033
1,03:36:00,bath,0.002,600,0.233,120,0.033
1,03:47:00,bath,0.002,600,0.233,120,0.033
1,04:00:00,bath,0.002,600,0.233,120,0.033
1,04:12:00,bath,0.002,600,0.233,120,0.033
1,04:24:00,bath,0.002,600,0.233,120,0.033
1,04:35:00,bath,0.002,600,0.233,120,0.033
1,04:47:00,bath,0.002,600,0.233,120,0.033
1,05:00:00,bath,0.002,600,0.233,120,0.033
1,05:12:00,bath,0.002,600,0.233,120,0.033
1,05:24:00,bath,0.002,600,0.233,120,0.033
1,05:35:00,bath,0.002,600,0.233,120,0.033
1,05:47:00,bath,0.002,600,0.233,120,0.033
1,06:00:00,bath,0.002,600,0.233,120,0.033
1,06:12:00,bath,0.002,600,0.233,120,0.033
1,06:24:00,bath,0.002,600,0.233,120,0.033
1,06:35:00,bath,0.002,600,0.233,120,0.033
1,06:47:00,bath,0.002,600,0.233,120,0.033
1,07:00:00,bath,0.002,600,0.233,120,0.033
1,07:12:00,bath,0.002,600,0.233,120,0.033
1,07:24:00,bath,0.002,600,0.233,120,0.033
1,07:35:00,bath,0.003,600,0.233,120,0.033
1,07:47:00,bath,0.003,600,0.233,120,0.033
1,08:00:00,bath,0.003,600,0.233,120,0.033
1,08:11:00,bath,0.003,600,0.233,120,0.033
1,08:24:00,bath,0.004,600,0.233,120,0.033
1,08:35:00,bath,0.004,600,0.233,120,0.033
1,08:48:00,bath,0.004,600,0.233,120,0.033
1,09:00:00,bath,0.005,600,0.233,120,0.033
1,09:11:00,bath,0.005,600,0.233,120,0.033
1,09:24:00,bath,0.005,600,0.233,120,0.033
1,09:35:00,bath,0.006,600,0.233,120,0.033
1,09:48:00,bath,0.006,600,0.233,120,0.033
1,10:00:00,bath,0.006,600,0.233,120,0.033
1,10:11:00,bath,0.007,600,0.233,120,0.033
1,10:24:00,bath,0.007,600,0.233,120,0.033
1,10:35:00,bath,0.008,600,0.233,120,0.033
1,10:48:00,bath,0.008,600,0.233,120,0.033
1,11:00:00,bath,0.008,600,0.233,120,0.033
1,11:11:00,bath,0.009,600,0.233,120,0.033
1,11:24:00,bath,0.009,600,0.233,120,0.033
1,11:35:00,bath,0.01,600,0.233,120,0.033
1,11:48:00,bath,0.01,600,0.233,120,0.033
1,12:00:00,bath,0.01,600,0.233,120,0.033
1,12:11:00,bath,0.011,600,0.233,120,0.033
1,12:24:00,bath,0.011,600,0.233,120,0.033
1,12:35:00,bath,0.012,600,0.233,120,0.033
1,12:48:00,bath,0.012,600,0.233,120,0.033
1,13:00:00,bath,0.012,600,0.233,120,0.033
1,13:11:00,bath,0.013,600,0.233,120,0.033
1,13:24:00,bath,0.013,600,0.233,120,0.033
1,13:35:00,bath,0.013,600,0.233,120,0.033
1,13:48:00,bath,0.014,600,0.233,120,0.033
1,14:00:00,bath,0.014,600,0.233,120,0.033
1,14:11:00,bath,0.014,600,0.233,120,0.033
1,14:24:00,bath,0.015,600,0.233,120,0.033
1,14:35:00,bath,0.015,600,0.233,120,0.033
1,14:48:00,bath,0.015,600,0.233,120,0.033
1,15:00:00,bath,0.015,600,0.233,120,0.033
1,15:11:00,bath,0.015,600,0.233,120,0.033
1,15:24:00,bath,0.015,600,0.233,120,0.033
1,15:35:00,bath,0.015,600,0.233,120,0.033
1,15:48:00,bath,0.015,600,0.233,120,0.033
1,16:00:00,bath,0.016,600,0.233,120,0.033
1,16:11:00,bath,0.015,600,0.233,120,0.033
1,16:23:00,bath,0.015,600,0.233,120,0.033
1,16:36:00,bath,0.015,600,0.233,120,0.033
1,16:48:00,bath,0.015,600,0.233,120,0.033
1,17:00:00,bath,0.015,600,0.233,120,0.033
1,17:11:00,bath,0.016,600,0.233,120,0.033
1,17:23:00,bath,0.021,600,0.233,120,0.033
1,17:36:00,bath,0.025,600,0.233,120,0.033
1,17:48:00,bath,0.03,600,0.233,120,0.033
1,18:00:00,bath,0.035,600,0.233,120,0.033
1,18:11:00,bath,0.04,600,0.233,120,0.033
1,18:23:00,bath,0.044,600,0.233,120,0.033
1,18:36:00,bath,0.047,600,0.233,120,0.033
1,18:48:00,bath,0.049,600,0.233,120,0.033
1,19:00:00,bath,0.05,600,0.233,120,0.033
1,19:11:00,bath,0.049,600,0.233,120,0.033
1,19:23:00,bath,0.047,600,0.233,120,0.033
1,19:36:00,bath,0.044,600,0.233,120,0.033
1,19:48:00,bath,0.04,600,0.233,120,0.033
1,20:00:00,bath,0.035,600,0.233,120,0.033
1,20:11:00,bath,0.03,600,0.233,120,0.033
1,20:23:00,bath,0.025,600,0.233,120,0.033
1,20:36:00,bath,0.021,600,0.233,120,0.033
1,20:48:00,bath,0.016,600,0.233,120,0.033
1,21:00:00,bath,0.012,600,0.233,120,0.033
1,21:11:00,bath,0.009,600,0.233,120,0.033
1,21:23:00,bath,0.008,600,0.233,120,0.033
1,21:36:00,bath,0.007,600,0.233,120,0.033
1,21:48:00,bath,0.007,600,0.233,120,0.033
1,22:00:00,bath,0.006,600,0.233,120,0.033
1,22:11:00,bath,0.006,600,0.233,120,0.033
1,22:23:00,bath,0.006,600,0.233,120,0.033
1,22:36:00,bath,0.005,600,0.233,120,0.033
1,22:48:00,bath,0.005,600,0.233,120,0.033
1,23:00:00,bath,0.005,600,0.233,120,0.033
1,23:11:00,bath,0.004,600,0.233,120,0.033
1,23:23:00,bath,0.004,600,0.233,120,0.033
1,23:36:00,bath,0.004,600,0.233,120,0.033
1,23:48:00,bath,0.003,600,0.233,120,0.033
1,00:00:00,medium,0.02,120,0.1,120,0.033
1,00:12:00,medium,0.02,120,0.1,120,0.033
1,00:24:00,medium,0.02,120,0.1,120,0.033
1,00:36:00,medium,0.02,120,0.1,120,0.033
1,00:48:00,medium,0.02,120,0.1,120,0.033
1,01:00:00,medium,0.02,120,0.1,120,0.033
1,01:11:00,medium,0.02,120,0.1,120,0.033
1,01:23:00,medium,0.02,120,0.1,120,0.033
1,01:36:00,medium,0.02,120,0.1,120,0.033
1,01:48:00,medium,0.02,120,0.1,120,0.033
1,02:00:00,medium,0.02,120,0.1,120,0.033
1,02:12:00,medium,0.02,120,0.1,120,0.033
1,02:23:00,medium,0.02,120,0.1,120,0.033
1,02:36:00,medium,0.02,120,0.1,120,0.033
1,02:47:00,medium,0.02,120,0.1,120,0.033
1,03:00:00,medium,0.02,120,0.1,120,0.033
1,03:12:00,medium,0.02,120,0.1,120,0.033
1,03:23:00,medium,0.023,120,0.1,120,0.033
1,03:36:00,medium,0.027,120,0.1,120,0.033
1,03:47:00,medium,0.032,120,0.1,120,0.033
1,04:00:00,medium,0.038,120,0.1,120,0.033
1,04:12:00,medium,0.044,120,0.1,120,0.033
1,04:24:00,medium,0.05,120,0.1,120,0.033
1,04:35:00,medium,0.056,120,0.1,120,0.033
1,04:47:00,medium,0.063,120,0.1,120,0.033
1,05:00:00,medium,0.07,120,0.1,120,0.033
1,05:12:00,medium,0.077,120,0.1,120,0.033
1,05:24:00,medium,0.084,120,0.1,120,0.033
1,05:35:00,medium,0.091,120,0.1,120,0.033
1,05:47:00,medium,0.097,120,0.1,120,0.033
1,06:00:00,medium,0.102,120,0.1,120,0.033
1,06:12:00,medium,0.107,120,0.1,120,0.033
1,06:24:00,medium,0.111,120,0.1,120,0.033
1,06:35:00,medium,0.114,120,0.1,120,0.033
1,06:47:00,medium,0.115,120,0.1,120,0.033
1,07:00:00,medium,0.118,120,0.1,120,0.033
1,07:12:00,medium,0.118,120,0.1,120,0.033
1,07:24:00,medium,0.119,120,0.1,120,0.033
1,07:35:00,medium,0.119,120,0.1,120,0.033
1,07:47:00,medium,0.119,120,0.1,120,0.033
1,08:00:00,medium,0.119,120,0.1,120,0.033
1,08:11:00,medium,0.119,120,0.1,120,0.033
1,08:24:00,medium,0.119,120,0.1,120,0.033
1,08:35:00,medium,0.119,120,0.1,120,0.033
1,08:48:00,medium,0.119,120,0.1,120,0.033
1,09:00:00,medium,0.119,120,0.1,120,0.033
1,09:11:00,medium,0.119,120,0.1,120,0.033
1,09:24:00,medium,0.12,120,0.1,120,0.033
1,09:35:00,medium,0.12,120,0.1,120,0.033
1,09:48:00,medium,0.12,120,0.1,120,0.033
1,10:00:00,medium,0.12,120,0.1,120,0.033
1,10:11:00,medium,0.12,120,0.1,120,0.033
1,10:24:00,medium,0.12,120,0.1,120,0.033
1,10:35:00,medium,0.12,120,0.1,120,0.033
1,10:48:00,medium,0.12,120,0.1,120,0.033
1,11:00:00,medium,0.12,120,0.1,120,0.033
1,11:11:00,medium,0.12,120,0.1,120,0.033
1,11:24:00,medium,0.12,120,0.1,120,0.033
1,11:35:00,medium,0.12,120,0.1,120,0.033
1,11:48:00,medium,0.12,120,0.1,120,0.033
1,12:00:00,medium,0.12,120,0.1,120,0.033
1,12:11:00,medium,0.12,120,0.1,120,0.033
1,12:24:00,medium,0.12,120,0.1,120,0.033
1,12:35:00,medium,0.12,120,0.1,120,0.033
1,12:48:00,medium,0.12,120,0.1,120,0.033
1,13:00:00,medium,0.12,120,0.1,120,0.033
1,13:11:00,medium,0.12,120,0.1,120,0.033
1,13:24:00,medium,0.12,120,0.1,120,0.033
1,13:35:00,medium,0.12,120,0.1,120,0.033
1,13:48:00,medium,0.12,120,0.1,120,0.033
1,14:00:00,medium,0.12,120,0.1,120,0.033
1,14:11:00,medium,0.12,120,0.1,120,0.033
1,14:24:00,medium,0.12,120,0.1,120,0.033
1,14:35:00,medium,0.12,120,0.1,120,0.033
1,14:48:00,medium,0.119,120,0.1,120,0.033
1,15:00:00,medium,0.119,120,0.1,120,0.033
1,15:11:00,medium,0.119,120,0.1,120,0.033
1,15:24:00,medium,0.119,120,0.1,120,0.033
1,15:35:00,medium,0.119,120,0.1,120,0.033
1,15:48:00,medium,0.119,120,0.1,120,0.033
1,16:00:00,medium,0.119,120,0.1,120,0.033
1,16:11:00,medium,0.119,120,0.1,120,0.033
1,16:23:00,medium,0.119,120,0.1,120,0.033
1,16:36:00,medium,0.119,120,0.1,120,0.033
1,16:48:00,medium,0.118,120,0.1,120,0.033
1,17:00:00,medium,0.118,120,0.1,120,0.033
1,17:11:00,medium,0.118,120,0.1,120,0.033
1,17:23:00,medium,0.118,120,0.1,120,0.033
1,17:36:00,medium,0.118,120,0.1,120,0.033
1,17:48:00,medium,0.118,120,0.1,120,0.033
1,18:00:00,medium,0.118,120,0.1,120,0.033
1,18:11:00,medium,0.117,120,0.1,120,0.033
1,18:23:00,medium,0.117,120,0.1,120,0.033
1,18:36:00,medium,0.117,120,0.1,120,0.033
1,18:48:00,medium,0.117,120,0.1,120,0.033
1,19:00:00,medium,0.117,120,0.1,120,0.033
1,19:11:00,medium,0.117,120,0.1,120,0.033
1,19:23:00,medium,0.116,120,0.1,120,0.033
1,19:36:00,medium,0.116,120,0.1,120,0.033
1,19:48:00,medium,0.116,120,0.1,120,0.033
1,20:00:00,medium,0.112,120,0.1,120,0.033
1,20:11:00,medium,0.109,120,0.1,120,0.033
1,20:23:00,medium,0.105,120,0.1,120,0.033
1,20:36:00,medium,0.1,120,0.1,120,0.033
1,20:48:00,medium,0.094,120,0.1,120,0.033
1,21:00:00,medium,0.088,120,0.1,120,0.033
1,21:11:00,medium,0.081,120,0.1,120,0.033
1,21:23:00,medium,0.074,120,0.1,120,0.033
1,21:36:00,medium,0.067,120,0.1,120,0.033
1,21:48:00,medium,0.06,120,0.1,120,0.033
1,22:00:00,medium,0.053,120,0.1,120,0.033
1,22:11:00,medium,0.047,120,0.1,120,0.033
1,22:23:00,medium,0.041,120,0.1,120,0.033
1,22:36:00,medium,0.035,120,0.1,120,0.033
1,22:48:00,medium,0.03,120,0.1,120,0.033
1,23:00:00,medium,0.025,120,0.1,120,0.033
1,23:11:00,medium,0.021,120,0.1,120,0.033
1,23:23:00,medium,0.02,120,0.1,120,0.033
1,23:36:00,medium,0.02,120,0.1,120,0.033
1,23:48:00,medium,0.02,120,0.1,120,0.033
1,00:00:00,small,0.02,60,0.017,60,0.033
1,00:12:00,small,0.02,60,0.017,60,0.033
1,00:24:00,small,0.02,60,0.017,60,0.033
1,00:36:00,small,0.02,60,0.017,60,0.033
1,00:48:00,small,0.02,60,0.017,60,0.033
1,01:00:00,small,0.02,60,0.017,60,0.033
1,01:11:00,small,0.02,60,0.017,60,0.033
1,01:23:00,small,0.02,60,0.017,60,0.033
1,01:36:00,small,0.02,60,0.017,60,0.033
1,01:48:00,small,0.02,60,0.017,60,0.033
1,02:00:00,small,0.02,60,0.017,60,0.033
1,02:12:00,small,0.02,60,0.017,60,0.033
1,02:23:00,small,0.02,60,0.017,60,0.033
1,02:36:00,small,0.02,60,0.017,60,0.033
1,02:47:00,small,0.02,60,0.017,60,0.033
1,03:00:00,small,0.02,60,0.017,60,0.033
1,03:12:00,small,0.02,60,0.017,60,0.033
1,03:23:00,small,0.023,60,0.017,60,0.033
1,03:36:00,small,0.027,60,0.017,60,0.033
1,03:47:00,small,0.032,60,0.017,60,0.033
1,04:00:00,small,0.038,60,0.017,60,0.033
1,04:12:00,small,0.044,60,0.017,60,0.033
1,04:24:00,small,0.05,60,0.017,60,0.033
1,04:35:00,small,0.056,60,0.017,60,0.033
1,04:47:00,small,0.063,60,0.017,60,0.033
1,05:00:00,small,0.07,60,0.017,60,0.033
1,05:12:00,small,0.077,60,0.017,60,0.033
1,05:24:00,small,0.084,60,0.017,60,0.033
1,05:35:00,small,0.091,60,0.017,60,0.033
1,05:47:00,small,0.097,60,0.017,60,0.033
1,06:00:00,small,0.102,60,0.017,60,0.033
1,06:12:00,small,0.107,60,0.017,60,0.033
1,06:24:00,small,0.111,60,0.017,60,0.033
1,06:35:00,small,0.114,60,0.017,60,0.033
1,06:47:00,small,0.115,60,0.017,60,0.033
1,07:00:00,small,0.118,60,0.017,60,0.033
1,07:12:00,small,0.118,60,0.017,60,0.033
1,07:24:00,small,0.119,60,0.017,60,0.033
1,07:35:00,small,0.119,60,0.017,60,0.033
1,07:47:00,small,0.119,60,0.017,60,0.033
1,08:00:00,small,0.119,60,0.017,60,0.033
1,08:11:00,small,0.119,60,0.017,60,0.033
1,08:24:00,small,0.119,60,0.017,60,0.033
1,08:35:00,small,0.119,60,0.017,60,0.033
1,08:48:00,small,0.119,60,0.017,60,0.033
1,09:00:00,small,0.119,60,0.017,60,0.033
1,09:11:00,small,0.119,60,0.017,60,0.033
1,09:24:00,small,0.12,60,0.017,60,0.033
1,09:35:00,small,0.12,60,0.017,60,0.033
1,09:48:00,small,0.12,60,0.017,60,0.033
1,10:00:00,small,0.12,60,0.017,60,0.033
1,10:11:00,small,0.12,60,0.017,60,0.033
1,10:24:00,small,0.12,60,0.017,60,0.033
1,10:35:00,small,0.12,60,0.017,60,0.033
1,10:48:00,small,0.12,60,0.017,60,0.033
1,11:00:00,small,0.12,60,0.017,60,0.033
1,11:11:00,small,0.12,60,0.017,60,0.033
1,11:24:00,small,0.12,60,0.017,60,0.033
1,11:35:00,small,0.12,60,0.017,60,0.033
1,11:48:00,small,0.12,60,0.017,60,0.033
1,12:00:00,small,0.12,60,0.017,60,0.033
1,12:11:00,small,0.12,60,0.017,60,0.033
1,12:24:00,small,0.12,60,0.017,60,0.033
1,12:35:00,small,0.12,60,0.017,60,0.033
1,12:48:00,small,0.12,60,0.017,60,0.033
1,13:00:00,small,0.12,60,0.017,60,0.033
1,13:11:00,small,0.12,60,0.017,60,0.033
1,13:24:00,small,0.12,60,0.017,60,0.033
1,13:35:00,small,0.12,60,0.017,60,0.033
1,13:48:00,small,0.12,60,0.017,60,0.033
1,14:00:00,small,0.12,60,0.017,60,0.033
1,14:11:00,small,0.12,60,0.017,60,0.033
1,14:24:00,small,0.12,60,0.017,60,0.033
1,14:35:00,small,0.12,60,0.017,60,0.033
1,14:48:00,small,0.119,60,0.017,60,0.033
1,15:00:00,small,0.119,60,0.017,60,0.033
1,15:11:00,small,0.119,60,0.017,60,0.033
1,15:24:00,small,0.119,60,0.017,60,0.033
1,15:35:00,small,0.119,60,0.017,60,0.033
1,15:48:00,small,0.119,60,0.017,60,0.033
1,16:00:00,small,0.119,60,0.017,60,0.033
1,16:11:00,small,0.119,60,0.017,60,0.033
1,16:23:00,small,0.119,60,0.017,60,0.033
1,16:36:00,small,0.119,60,0.017,60,0.033
1,16:48:00,small,0.118,60,0.017,60,0.033
1,17:00:00,small,0.118,60,0.017,60,0.033
1,17:11:00,small,0.118,60,0.017,60,0.033
1,17:23:00,small,0.118,60,0.017,60,0.033
1,17:36:00,small,0.118,60,0.017,60,0.033
1,17:48:00,small,0.118,60,0.017,60,0.033
1,18:00:00,small,0.118,60,0.017,60,0.033
1,18:11:00,small,0.117,60,0.017,60,0.033
1,18:23:00,small,0.117,60,0.017,60,0.033
1,18:36:00,small,0.117,60,0.017,60,0.033
1,18:48:00,small,0.117,60,0.017,60,0.033
1,19:00:00,small,0.117,60,0.017,60,0.033
1,19:11:00,small,0.117,60,0.017,60,0.033
1,19:23:00,small,0.116,60,0.017,60,0.033
1,19:36:00,small,0.116,60,0.017,60,0.033
1,19:48:00,small,0.116,60,0.017,60,0.033
1,20:00:00,small,0.112,60,0.017,60,0.033
1,20:11:00,small,0.109,60,0.017,60,0.033
1,20:23:00,small,0.105,60,0.017,60,0.033
1,20:36:00,small,0.1,60,0.017,60,0.033
1,20:48:00,small,0.094,60,0.017,60,0.033
1,21:00:00,small,0.088,60,0.017,60,0.033
1,21:11:00,small,0.081,60,0.017,60,0.033
1,21:23:00,small,0.074,60,0.017,60,0.033
1,21:36:00,small,0.067,60,0.017,60,0.033
1,21:48:00,small,0.06,60,0.017,60,0.033
1,22:00:00,small,0.053,60,0.017,60,0.033
1,22:11:00,small,0.047,60,0.017,60,0.033
1,22:23:00,small,0.041,60,0.017,60,0.033
1,22:36:00,small,0.035,60,0.017,60,0.033
1,22:48:00,small,0.03,60,0.017,60,0.033
1,23:00:00,small,0.025,60,0.017,60,0.033
1,23:11:00,small,0.021,60,0.017,60,0.033
1,23:23:00,small,0.02,60,0.017,60,0.033
1,23:36:00,small,0.02,60,0.017,60,0.033
1,23:48:00,small,0.02,60,0.017,60,0.033
2,00:00:00,shower,0.007,300,0.133,120,0.033
2,00:12:00,shower,0.007,300,0.133,120,0.033
2,00:24:00,shower,0.007,300,0.133,120,0.033
2,00:36:00,shower,0.007,300,0.133,120,0.033
2,00:48:00,shower,0.007,300,0.133,120,0.033
2,01:00:00,shower,0.007,300,0.133,120,0.033
2,01:11:00,shower,0.007,300,0.133,120,0.033
2,01:23:00,shower,0.007,300,0.133,120,0.033
2,01:36:00,shower,0.007,300,0.133,120,0.033
2,01:48:00,shower,0.007,300,0.133,120,0.033
2,02:00:00,shower,0.007,300,0.133,120,0.033
2,02:12:00,shower,0.007,300,0.133,120,0.033
2,02:23:00,shower,0.007,300,0.133,120,0.033
2,02:36:00,shower,0.007,300,0.133,120,0.033
2,02:47:00,shower,0.007,300,0.133,120,0.033
2,03:00:00,shower,0.007,300,0.133,120,0.033
2,03:12:00,shower,0.007,300,0.133,120,0.033
2,03:23:00,shower,0.007,300,0.133,120,0.033
2,03:36:00,shower,0.007,300,0.133,120,0.033
2,03:47:00,shower,0.007,300,0.133,120,0.033
2,04:00:00,shower,0.007,300,0.133,120,0.033
2,04:12:00,shower,0.007,300,0.133,120,0.033
2,04:24:00,shower,0.007,300,0.133,120,0.033
2,04:35:00,shower,0.007,300,0.133,120,0.033
2,04:47:00,shower,0.009,300,0.133,120,0.033
2,05:00:00,shower,0.015,300,0.133,120,0.033
2,05:12:00,shower,0.024,300,0.133,120,0.033
2,05:24:00,shower,0.037,300,0.133,120,0.033
2,05:35:00,shower,0.054,300,0.133,120,0.033
2,05:47:00,shower,0.074,300,0.133,120,0.033
2,06:00:00,shower,0.097,300,0.133,120,0.033
2,06:12:00,shower,0.121,300,0.133,120,0.033
2,06:24:00,shower,0.144,300,0.133,120,0.033
2,06:35:00,shower,0.163,300,0.133,120,0.033
2,06:47:00,shower,0.176,300,0.133,120,0.033
2,07:00:00,shower,0.18,300,0.133,120,0.033
2,07:12:00,shower,0.176,300,0.133,120,0.033
2,07:24:00,shower,0.163,300,0.133,120,0.033
2,07:35:00,shower,0.144,300,0.133,120,0.033
2,07:47:00,shower,0.121,300,0.133,120,0.033
2,08:00:00,shower,0.097,300,0.133,120,0.033
2,08:11:00,shower,0.074,300,0.133,120,0.033
2,08:24:00,shower,0.054,300,0.133,120,0.033
2,08:35:00,shower,0.037,300,0.133,120,0.033
2,08:48:00,shower,0.024,300,0.133,120,0.033
2,09:00:00,shower,0.015,300,0.133,120,0.033
2,09:11:00,shower,0.014,300,0.133,120,0.033
2,09:24:00,shower,0.015,300,0.133,120,0.033
2,09:35:00,shower,0.015,300,0.133,120,0.033
2,09:48:00,shower,0.015,300,0.133,120,0.033
2,10:00:00,shower,0.016,300,0.133,120,0.033
2,10:11:00,shower,0.016,300,0.133,120,0.033
2,10:24:00,shower,0.016,300,0.133,120,0.033
2,10:35:00,shower,0.016,300,0.133,120,0.033
2,10:48:00,shower,0.017,300,0.133,120,0.033
2,11:00:00,shower,0.017,300,0.133,120,0.033
2,11:11:00,shower,0.017,300,0.133,120,0.033
2,11:24:00,shower,0.017,300,0.133,120,0.033
2,11:35:00,shower,0.017,300,0.133,120,0.033
2,11:48:00,shower,0.017,300,0.133,120,0.033
2,12:00:00,shower,0.018,300,0.133,120,0.033
2,12:11:00,shower,0.018,300,0.133,120,0.033
2,12:24:00,shower,0.018,300,0.133,120,0.033
2,12:35:00,shower,0.018,300,0.133,120,0.033
2,12:48:00,shower,0.018,300,0.133,120,0.033
2,13:00:00,shower,0.018,300,0.133,120,0.033
2,13:11:00,shower,0.018,300,0.133,120,0.033
2,13:24:00,shower,0.018,300,0.133,120,0.033
2,13:35:00,shower,0.018,300,0.133,120,0.033
2,13:48:00,shower,0.018,300,0.133,120,0.033
2,14:00:00,shower,0.018,300,0.133,120,0.033
2,14:11:00,shower,0.018,300,0.133,120,0.033
2,14:24:00,shower,0.018,300,0.133,120,0.033
2,14:35:00,shower,0.018,300,0.133,120,0.033
2,14:48:00,shower,0.017,300,0.133,120,0.033
2,15:00:00,shower,0.017,300,0.133,120,0.033
